Date,ticker,Adj_Close
2016/10/12,2891,11.81
2016/10/12,2892,10.19
2016/10/12,2912,182.82
2016/10/12,3008,3069.78
2016/10/12,3017,18.87
2016/10/12,3034,65.87
2016/10/12,3037,10.72
2016/10/12,3045,78.38
2016/10/12,3231,14.88
2016/10/12,4904,51.83
2016/10/12,4938,51.21
2016/10/12,5871,33.62
2016/10/12,5880,8.15
2016/10/12,6505,74.87
2016/10/13,1101,18.24
2016/10/13,1216,43.69
2016/10/13,1301,54.69
2016/10/13,1303,42.31
2016/10/13,1326,61.34
2016/10/13,1402,16.38
2016/10/13,2002,16.11
2016/10/13,2207,286.98
2016/10/13,2301,27.38
2016/10/13,2303,7.81
2016/10/13,2308,131.04
2016/10/13,2317,71.92
2016/10/13,2327,52.71
2016/10/13,2330,151.71
2016/10/13,2345,38.01
2016/10/13,2357,163.19
2016/10/13,2379,78.76
2016/10/13,2382,41.18
2016/10/13,2395,157.45
2016/10/13,2412,81.31
2016/10/13,2454,158.74
2016/10/13,2603,11.1
2016/10/13,2609,8.12
2016/10/13,2615,9.04
2016/10/13,2880,9.7
2016/10/13,2881,25.51
2016/10/13,2882,28.39
2016/10/13,2883,5.51
2016/10/13,2884,9.24
2016/10/13,2885,7.13
2016/10/13,2886,13.92
2016/10/13,2887,6.41
2016/10/13,2888,5.38
2016/10/13,2890,5.79
2016/10/13,2891,11.71
2016/10/13,2892,10.16
2016/10/13,2912,181.71
2016/10/13,3008,3013.24
2016/10/13,3017,18.91
2016/10/13,3034,66.44
2016/10/13,3037,10.72
2016/10/13,3045,78.73
2016/10/13,3231,14.75
2016/10/13,4904,51.83
2016/10/13,4938,51.71
2016/10/13,5871,33.31
2016/10/13,5880,8.12
2016/10/13,6505,76.4
2016/10/14,1101,18.68
2016/10/14,1216,42.83
2016/10/14,1301,54.89
2016/10/14,1303,42.31
2016/10/14,1326,61.34
2016/10/14,1402,16.59
2016/10/14,2002,16.19
2016/10/14,2207,290.14
2016/10/14,2301,26.8
2016/10/14,2303,7.92
2016/10/14,2308,130.64
2016/10/14,2317,71.39
2016/10/14,2327,52.29
2016/10/14,2330,151.31
2016/10/14,2345,36.81
2016/10/14,2357,161.75
2016/10/14,2379,77.7
2016/10/14,2382,40.67
2016/10/14,2395,157.75
2016/10/14,2412,80.94
2016/10/14,2454,158.07
2016/10/14,2603,11.05
2016/10/14,2609,8.03
2016/10/14,2615,8.99
2016/10/14,2880,9.61
2016/10/14,2881,25.65
2016/10/14,2882,28.21
2016/10/14,2883,5.51
2016/10/14,2884,9.24
2016/10/14,2885,7.22
2016/10/14,2886,13.92
2016/10/14,2887,6.35
2016/10/14,2888,5.36
2016/10/14,2890,5.79
2016/10/14,2891,11.6
2016/10/14,2892,10.1
2016/10/14,2912,182.45
2016/10/14,3008,2960.73
2016/10/14,3017,18.47
2016/10/14,3034,66.44
2016/10/14,3037,10.56
2016/10/14,3045,78.03
2016/10/14,3231,14.75
2016/10/14,4904,51.76
2016/10/14,4938,50.84
2016/10/14,5871,32.94
2016/10/14,5880,8.07
2016/10/14,6505,76.32
2016/10/17,1101,18.79
2016/10/17,1216,42.9
2016/10/17,1301,55.1
2016/10/17,1303,42.11
2016/10/17,1326,61.34
2016/10/17,1402,16.38
2016/10/17,2002,16.15
2016/10/17,2207,285.01
2016/10/17,2301,26.53
2016/10/17,2303,7.85
2016/10/17,2308,131.04
2016/10/17,2317,72.01
2016/10/17,2327,52.29
2016/10/17,2330,150.1
2016/10/17,2345,37.21
2016/10/17,2357,162.03
2016/10/17,2379,77.7
2016/10/17,2382,42.06
2016/10/17,2395,157.45
2016/10/17,2412,81.67
2016/10/17,2454,161.08
2016/10/17,2603,11.05
2016/10/17,2609,7.86
2016/10/17,2615,8.96
2016/10/17,2880,9.64
2016/10/17,2881,25.28
2016/10/17,2882,28.39
2016/10/17,2883,5.49
2016/10/17,2884,9.18
2016/10/17,2885,7.16
2016/10/17,2886,13.89
2016/10/17,2887,6.32
2016/10/17,2888,5.32
2016/10/17,2890,5.75
2016/10/17,2891,11.57
2016/10/17,2892,10.1
2016/10/17,2912,179.86
2016/10/17,3008,2984.96
2016/10/17,3017,18.55
2016/10/17,3034,67.3
2016/10/17,3037,10.56
2016/10/17,3045,77.68
2016/10/17,3231,14.81
2016/10/17,4904,51.9
2016/10/17,4938,51.71
2016/10/17,5871,33.13
2016/10/17,5880,8.12
2016/10/17,6505,77.93
2016/10/18,1101,18.97
2016/10/18,1216,43.62
2016/10/18,1301,55.44
2016/10/18,1303,42.65
2016/10/18,1326,62.25
2016/10/18,1402,16.7
2016/10/18,2002,16.34
2016/10/18,2207,293.3
2016/10/18,2301,27.11
2016/10/18,2303,7.92
2016/10/18,2308,131.44
2016/10/18,2317,72.18
2016/10/18,2327,52.29
2016/10/18,2330,150.5
2016/10/18,2345,37.45
2016/10/18,2357,162.03
2016/10/18,2379,75.58
2016/10/18,2382,41.75
2016/10/18,2395,157.45
2016/10/18,2412,81.67
2016/10/18,2454,160.41
2016/10/18,2603,11.05
2016/10/18,2609,7.95
2016/10/18,2615,8.99
2016/10/18,2880,9.7
2016/10/18,2881,25.59
2016/10/18,2882,28.78
2016/10/18,2883,5.54
2016/10/18,2884,9.31
2016/10/18,2885,7.26
2016/10/18,2886,14.02
2016/10/18,2887,6.35
2016/10/18,2888,5.43
2016/10/18,2890,5.82
2016/10/18,2891,11.57
2016/10/18,2892,10.13
2016/10/18,2912,182.45
2016/10/18,3008,2989
2016/10/18,3017,18.55
2016/10/18,3034,67.58
2016/10/18,3037,10.72
2016/10/18,3045,78.03
2016/10/18,3231,14.63
2016/10/18,4904,51.9
2016/10/18,4938,51.65
2016/10/18,5871,33.56
2016/10/18,5880,8.12
2016/10/18,6505,77.55
2016/10/19,1101,19.46
2016/10/19,1216,43.83
2016/10/19,1301,56.62
2016/10/19,1303,42.85
2016/10/19,1326,64.35
2016/10/19,1402,17.19
2016/10/19,2002,16.52
2016/10/19,2207,291.72
2016/10/19,2301,27.71
2016/10/19,2303,7.95
2016/10/19,2308,133.83
2016/10/19,2317,72.45
2016/10/19,2327,52.54
2016/10/19,2330,152.51
2016/10/19,2345,37.25
2016/10/19,2357,162.03
2016/10/19,2379,73.46
2016/10/19,2382,41.75
2016/10/19,2395,158.36
2016/10/19,2412,80.94
2016/10/19,2454,159.07
2016/10/19,2603,11.05
2016/10/19,2609,7.97
2016/10/19,2615,8.96
2016/10/19,2880,9.7
2016/10/19,2881,25.53
2016/10/19,2882,28.85
2016/10/19,2883,5.55
2016/10/19,2884,9.34
2016/10/19,2885,7.26
2016/10/19,2886,14.05
2016/10/19,2887,6.44
2016/10/19,2888,5.43
2016/10/19,2890,5.82
2016/10/19,2891,11.64
2016/10/19,2892,10.16
2016/10/19,2912,183.56
2016/10/19,3008,2997.08
2016/10/19,3017,19.03
2016/10/19,3034,68.72
2016/10/19,3037,10.64
2016/10/19,3045,77.68
2016/10/19,3231,14.63
2016/10/19,4904,51.9
2016/10/19,4938,51.83
2016/10/19,5871,33.68
2016/10/19,5880,8.12
2016/10/19,6505,78.69
2016/10/20,1101,19.23
2016/10/20,1216,43.54
2016/10/20,1301,58.54
2016/10/20,1303,43.59
2016/10/20,1326,65.05
2016/10/20,1402,17.33
2016/10/20,2002,16.56
2016/10/20,2207,290.14
2016/10/20,2301,27.41
2016/10/20,2303,7.92
2016/10/20,2308,133.83
2016/10/20,2317,73.41
2016/10/20,2327,53.3
2016/10/20,2330,153.32
2016/10/20,2345,36.93
2016/10/20,2357,163.19
2016/10/20,2379,74.17
2016/10/20,2382,41.11
2016/10/20,2395,156.83
2016/10/20,2412,80.94
2016/10/20,2454,157.73
2016/10/20,2603,11.28
2016/10/20,2609,8.35
2016/10/20,2615,9.22
2016/10/20,2880,9.7
2016/10/20,2881,25.34
2016/10/20,2882,28.74
2016/10/20,2883,5.55
2016/10/20,2884,9.31
2016/10/20,2885,7.51
2016/10/20,2886,14.05
2016/10/20,2887,6.41
2016/10/20,2888,5.45
2016/10/20,2890,5.83
2016/10/20,2891,11.71
2016/10/20,2892,10.16
2016/10/20,2912,183.93
2016/10/20,3008,2968.8
2016/10/20,3017,18.91
2016/10/20,3034,68.44
2016/10/20,3037,10.64
2016/10/20,3045,77.68
2016/10/20,3231,14.57
2016/10/20,4904,51.55
2016/10/20,4938,51.59
2016/10/20,5871,33.43
2016/10/20,5880,8.15
2016/10/20,6505,80.22
2016/10/21,1101,19.13
2016/10/21,1216,43.83
2016/10/21,1301,58.34
2016/10/21,1303,43.32
2016/10/21,1326,64.7
2016/10/21,1402,17.3
2016/10/21,2002,16.48
2016/10/21,2207,289.35
2016/10/21,2301,27.32
2016/10/21,2303,7.95
2016/10/21,2308,132.23
2016/10/21,2317,74.12
2016/10/21,2327,55.58
2016/10/21,2330,151.71
2016/10/21,2345,36.93
2016/10/21,2357,161.75
2016/10/21,2379,73.11
2016/10/21,2382,41.68
2016/10/21,2395,156.53
2016/10/21,2412,81.31
2016/10/21,2454,157.4
2016/10/21,2603,11.15
2016/10/21,2609,8.27
2016/10/21,2615,9.07
2016/10/21,2880,9.67
2016/10/21,2881,25.2
2016/10/21,2882,28.64
2016/10/21,2883,5.55
2016/10/21,2884,9.31
2016/10/21,2885,7.51
2016/10/21,2886,14.15
2016/10/21,2887,6.41
2016/10/21,2888,5.43
2016/10/21,2890,5.82
2016/10/21,2891,11.81
2016/10/21,2892,10.13
2016/10/21,2912,180.97
2016/10/21,3008,2997.08
2016/10/21,3017,18.79
2016/10/21,3034,67.58
2016/10/21,3037,10.68
2016/10/21,3045,78.03
2016/10/21,3231,14.44
2016/10/21,4904,51.76
2016/10/21,4938,52.02
2016/10/21,5871,33.43
2016/10/21,5880,8.15
2016/10/21,6505,80.6
2016/10/24,1101,19.28
2016/10/24,1216,43.69
2016/10/24,1301,57.92
2016/10/24,1303,43.25
2016/10/24,1326,64.7
2016/10/24,1402,17.15
2016/10/24,2002,16.56
2016/10/24,2207,286.59
2016/10/24,2301,27.65
2016/10/24,2303,7.92
2016/10/24,2308,132.23
2016/10/24,2317,74.03
2016/10/24,2327,54.06
2016/10/24,2330,153.72
2016/10/24,2345,37.53
2016/10/24,2357,162.32
2016/10/24,2379,74.87
2016/10/24,2382,41.3
2016/10/24,2395,155.61
2016/10/24,2412,81.67
2016/10/24,2454,159.07
2016/10/24,2603,11.1
2016/10/24,2609,8.34
2016/10/24,2615,9.16
2016/10/24,2880,9.67
2016/10/24,2881,25.17
2016/10/24,2882,28.6
2016/10/24,2883,5.59
2016/10/24,2884,9.29
2016/10/24,2885,7.51
2016/10/24,2886,14.02
2016/10/24,2887,6.38
2016/10/24,2888,5.44
2016/10/24,2890,5.81
2016/10/24,2891,11.67
2016/10/24,2892,10.13
2016/10/24,2912,179.49
2016/10/24,3008,3045.55
2016/10/24,3017,18.91
2016/10/24,3034,67.87
2016/10/24,3037,10.85
2016/10/24,3045,78.03
2016/10/24,3231,14.63
2016/10/24,4904,51.55
2016/10/24,4938,51.9
2016/10/24,5871,33.62
2016/10/24,5880,8.15
2016/10/24,6505,78.69
2016/10/25,1101,19.52
2016/10/25,1216,43.47
2016/10/25,1301,58.54
2016/10/25,1303,43.52
2016/10/25,1326,65.4
2016/10/25,1402,17.12
2016/10/25,2002,16.67
2016/10/25,2207,290.14
2016/10/25,2301,28.1
2016/10/25,2303,7.95
2016/10/25,2308,133.83
2016/10/25,2317,75.35
2016/10/25,2327,53.81
2016/10/25,2330,155.33
2016/10/25,2345,37.37
2016/10/25,2357,162.03
2016/10/25,2379,75.23
2016/10/25,2382,41.87
2016/10/25,2395,158.98
2016/10/25,2412,80.94
2016/10/25,2454,162.41
2016/10/25,2603,11.1
2016/10/25,2609,8.25
2016/10/25,2615,9.22
2016/10/25,2880,9.7
2016/10/25,2881,25.42
2016/10/25,2882,28.71
2016/10/25,2883,5.62
2016/10/25,2884,9.29
2016/10/25,2885,7.54
2016/10/25,2886,14.15
2016/10/25,2887,6.41
2016/10/25,2888,5.45
2016/10/25,2890,5.81
2016/10/25,2891,11.67
2016/10/25,2892,10.22
2016/10/25,2912,181.34
2016/10/25,3008,3001.12
2016/10/25,3017,18.95
2016/10/25,3034,68.44
2016/10/25,3037,10.85
2016/10/25,3045,78.38
2016/10/25,3231,14.66
2016/10/25,4904,51.76
2016/10/25,4938,52.89
2016/10/25,5871,33.62
2016/10/25,5880,8.12
2016/10/25,6505,81.37
2016/10/26,1101,19.57
2016/10/26,1216,43.62
2016/10/26,1301,58.54
2016/10/26,1303,43.79
2016/10/26,1326,66.09
2016/10/26,1402,17.08
2016/10/26,2002,16.89
2016/10/26,2207,292.11
2016/10/26,2301,27.71
2016/10/26,2303,7.85
2016/10/26,2308,132.23
2016/10/26,2317,75.26
2016/10/26,2327,53.81
2016/10/26,2330,154.12
2016/10/26,2345,37.41
2016/10/26,2357,162.9
2016/10/26,2379,75.93
2016/10/26,2382,42.06
2016/10/26,2395,157.45
2016/10/26,2412,80.94
2016/10/26,2454,160.74
2016/10/26,2603,11.01
2016/10/26,2609,8.25
2016/10/26,2615,9.1
2016/10/26,2880,9.64
2016/10/26,2881,25.45
2016/10/26,2882,28.78
2016/10/26,2883,5.58
2016/10/26,2884,9.24
2016/10/26,2885,7.48
2016/10/26,2886,14.05
2016/10/26,2887,6.41
2016/10/26,2888,5.46
2016/10/26,2890,5.78
2016/10/26,2891,11.64
2016/10/26,2892,10.1
2016/10/26,2912,179.49
2016/10/26,3008,3053.63
2016/10/26,3017,19.1
2016/10/26,3034,68.15
2016/10/26,3037,10.85
2016/10/26,3045,78.03
2016/10/26,3231,14.47
2016/10/26,4904,51.9
2016/10/26,4938,53.39
2016/10/26,5871,34.05
2016/10/26,5880,8.15
2016/10/26,6505,80.22
2016/10/27,1101,19.57
2016/10/27,1216,42.47
2016/10/27,1301,58.47
2016/10/27,1303,43.79
2016/10/27,1326,65.19
2016/10/27,1402,17.12
2016/10/27,2002,16.86
2016/10/27,2207,289.35
2016/10/27,2301,27.47
2016/10/27,2303,7.81
2016/10/27,2308,131.04
2016/10/27,2317,75.09
2016/10/27,2327,53.55
2016/10/27,2330,151.71
2016/10/27,2345,38.93
2016/10/27,2357,162.61
2016/10/27,2379,73.46
2016/10/27,2382,40.8
2016/10/27,2395,155.91
2016/10/27,2412,80.58
2016/10/27,2454,159.74
2016/10/27,2603,10.91
2016/10/27,2609,8.23
2016/10/27,2615,9.02
2016/10/27,2880,9.61
2016/10/27,2881,25.51
2016/10/27,2882,28.89
2016/10/27,2883,5.55
2016/10/27,2884,9.18
2016/10/27,2885,7.48
2016/10/27,2886,13.95
2016/10/27,2887,6.38
2016/10/27,2888,5.45
2016/10/27,2890,5.78
2016/10/27,2891,11.6
2016/10/27,2892,10.07
2016/10/27,2912,176.9
2016/10/27,3008,3001.12
2016/10/27,3017,18.99
2016/10/27,3034,68.15
2016/10/27,3037,10.85
2016/10/27,3045,77.33
2016/10/27,3231,14.35
2016/10/27,4904,51.69
2016/10/27,4938,53.33
2016/10/27,5871,33.99
2016/10/27,5880,8.12
2016/10/27,6505,79.84
2016/10/28,1101,19.7
2016/10/28,1216,42.97
2016/10/28,1301,58.96
2016/10/28,1303,43.92
2016/10/28,1326,66.02
2016/10/28,1402,17.15
2016/10/28,2002,16.78
2016/10/28,2207,290.14
2016/10/28,2301,27.65
2016/10/28,2303,7.95
2016/10/28,2308,134.23
2016/10/28,2317,74.56
2016/10/28,2327,52.54
2016/10/28,2330,152.51
2016/10/28,2345,39.53
2016/10/28,2357,160.88
2016/10/28,2379,73.46
2016/10/28,2382,41.05
2016/10/28,2395,156.53
2016/10/28,2412,80.22
2016/10/28,2454,158.74
2016/10/28,2603,10.87
2016/10/28,2609,8.2
2016/10/28,2615,8.99
2016/10/28,2880,9.67
2016/10/28,2881,25.2
2016/10/28,2882,28.99
2016/10/28,2883,5.6
2016/10/28,2884,9.24
2016/10/28,2885,7.54
2016/10/28,2886,13.92
2016/10/28,2887,6.38
2016/10/28,2888,5.46
2016/10/28,2890,5.77
2016/10/28,2891,11.67
2016/10/28,2892,10.16
2016/10/28,2912,177.64
2016/10/28,3008,3017.28
2016/10/28,3017,18.87
2016/10/28,3034,68.15
2016/10/28,3037,10.76
2016/10/28,3045,77.33
2016/10/28,3231,14.63
2016/10/28,4904,51.9
2016/10/28,4938,52.58
2016/10/28,5871,33.86
2016/10/28,5880,8.18
2016/10/28,6505,80.22
2016/10/31,1101,19.73
2016/10/31,1216,43.76
2016/10/31,1301,58.82
2016/10/31,1303,44.06
2016/10/31,1326,65.67
2016/10/31,1402,17.26
2016/10/31,2002,16.93
2016/10/31,2207,290.14
2016/10/31,2301,27.32
2016/10/31,2303,7.98
2016/10/31,2308,132.63
2016/10/31,2317,75
2016/10/31,2327,53.64
2016/10/31,2330,151.71
2016/10/31,2345,40.29
2016/10/31,2357,160.01
2016/10/31,2379,75.58
2016/10/31,2382,40.48
2016/10/31,2395,157.45
2016/10/31,2412,78.4
2016/10/31,2454,160.41
2016/10/31,2603,10.91
2016/10/31,2609,8.25
2016/10/31,2615,8.99
2016/10/31,2880,9.64
2016/10/31,2881,25.14
2016/10/31,2882,29.1
2016/10/31,2883,5.53
2016/10/31,2884,9.29
2016/10/31,2885,7.58
2016/10/31,2886,13.89
2016/10/31,2887,6.46
2016/10/31,2888,5.42
2016/10/31,2890,5.76
2016/10/31,2891,11.57
2016/10/31,2892,10.16
2016/10/31,2912,174.68
2016/10/31,3008,3017.28
2016/10/31,3017,18.63
2016/10/31,3034,67.58
2016/10/31,3037,10.85
2016/10/31,3045,77.33
2016/10/31,3231,14.81
2016/10/31,4904,51.55
2016/10/31,4938,52.96
2016/10/31,5871,33.5
2016/10/31,5880,8.12
2016/10/31,6505,80.6
2016/11/1,1101,19.46
2016/11/1,1216,43.54
2016/11/1,1301,58.54
2016/11/1,1303,43.52
2016/11/1,1326,65.74
2016/11/1,1402,17.12
2016/11/1,2002,16.89
2016/11/1,2207,290.14
2016/11/1,2301,27.17
2016/11/1,2303,7.98
2016/11/1,2308,131.84
2016/11/1,2317,74.38
2016/11/1,2327,52.71
2016/11/1,2330,152.51
2016/11/1,2345,39.49
2016/11/1,2357,159.14
2016/11/1,2379,73.81
2016/11/1,2382,40.99
2016/11/1,2395,157.45
2016/11/1,2412,79.13
2016/11/1,2454,158.74
2016/11/1,2603,10.82
2016/11/1,2609,8.24
2016/11/1,2615,8.9
2016/11/1,2880,9.67
2016/11/1,2881,25.11
2016/11/1,2882,28.99
2016/11/1,2883,5.53
2016/11/1,2884,9.26
2016/11/1,2885,7.54
2016/11/1,2886,13.86
2016/11/1,2887,6.44
2016/11/1,2888,5.42
2016/11/1,2890,5.77
2016/11/1,2891,11.64
2016/11/1,2892,10.07
2016/11/1,2912,174.68
2016/11/1,3008,2948.61
2016/11/1,3017,18.71
2016/11/1,3034,66.73
2016/11/1,3037,10.6
2016/11/1,3045,76.28
2016/11/1,3231,14.94
2016/11/1,4904,51.69
2016/11/1,4938,52.4
2016/11/1,5871,33.56
2016/11/1,5880,8.12
2016/11/1,6505,79.46
2016/11/2,1101,18.89
2016/11/2,1216,43.47
2016/11/2,1301,58.27
2016/11/2,1303,43.25
2016/11/2,1326,65.46
2016/11/2,1402,17.01
2016/11/2,2002,16.63
2016/11/2,2207,286.98
2016/11/2,2301,26.89
2016/11/2,2303,7.95
2016/11/2,2308,131.04
2016/11/2,2317,72.62
2016/11/2,2327,52.2
2016/11/2,2330,149.7
2016/11/2,2345,38.61
2016/11/2,2357,158.27
2016/11/2,2379,74.52
2016/11/2,2382,40.36
2016/11/2,2395,156.53
2016/11/2,2412,78.4
2016/11/2,2454,158.07
2016/11/2,2603,10.73
2016/11/2,2609,8.17
2016/11/2,2615,8.81
2016/11/2,2880,9.61
2016/11/2,2881,24.97
2016/11/2,2882,28.6
2016/11/2,2883,5.48
2016/11/2,2884,9.21
2016/11/2,2885,7.48
2016/11/2,2886,13.82
2016/11/2,2887,6.41
2016/11/2,2888,5.35
2016/11/2,2890,5.74
2016/11/2,2891,11.6
2016/11/2,2892,10.07
2016/11/2,2912,175.05
2016/11/2,3008,2883.98
2016/11/2,3017,18.28
2016/11/2,3034,64.73
2016/11/2,3037,10.43
2016/11/2,3045,76.28
2016/11/2,3231,14.5
2016/11/2,4904,51.41
2016/11/2,4938,51.27
2016/11/2,5871,33.19
2016/11/2,5880,8.12
2016/11/2,6505,77.93
2016/11/3,1101,18.71
2016/11/3,1216,42.83
2016/11/3,1301,58.47
2016/11/3,1303,42.92
2016/11/3,1326,65.4
2016/11/3,1402,16.73
2016/11/3,2002,16.67
2016/11/3,2207,284.61
2016/11/3,2301,26.56
2016/11/3,2303,7.88
2016/11/3,2308,130.24
2016/11/3,2317,71.83
2016/11/3,2327,51.95
2016/11/3,2330,148.49
2016/11/3,2345,37.41
2016/11/3,2357,157.69
2016/11/3,2379,73.81
2016/11/3,2382,39.79
2016/11/3,2395,152.24
2016/11/3,2412,78.77
2016/11/3,2454,158.07
2016/11/3,2603,10.64
2016/11/3,2609,7.97
2016/11/3,2615,8.67
2016/11/3,2880,9.55
2016/11/3,2881,24.41
2016/11/3,2882,28.28
2016/11/3,2883,5.45
2016/11/3,2884,9.18
2016/11/3,2885,7.29
2016/11/3,2886,14.15
2016/11/3,2887,6.35
2016/11/3,2888,5.32
2016/11/3,2890,5.7
2016/11/3,2891,11.5
2016/11/3,2892,10.04
2016/11/3,2912,175.42
2016/11/3,3008,2839.55
2016/11/3,3017,18.2
2016/11/3,3034,64.73
2016/11/3,3037,10.22
2016/11/3,3045,76.28
2016/11/3,3231,14.16
2016/11/3,4904,51.27
2016/11/3,4938,50.46
2016/11/3,5871,33.19
2016/11/3,5880,8.09
2016/11/3,6505,77.55
2016/11/4,1101,18.79
2016/11/4,1216,42.97
2016/11/4,1301,58.68
2016/11/4,1303,43.25
2016/11/4,1326,65.74
2016/11/4,1402,16.8
2016/11/4,2002,16.78
2016/11/4,2207,283.82
2016/11/4,2301,26.53
2016/11/4,2303,7.88
2016/11/4,2308,130.24
2016/11/4,2317,72.1
2016/11/4,2327,52.37
2016/11/4,2330,148.49
2016/11/4,2345,37.89
2016/11/4,2357,156.83
2016/11/4,2379,74.87
2016/11/4,2382,39.34
2016/11/4,2395,153.77
2016/11/4,2412,78.4
2016/11/4,2454,151.05
2016/11/4,2603,10.64
2016/11/4,2609,8
2016/11/4,2615,8.67
2016/11/4,2880,9.52
2016/11/4,2881,24.64
2016/11/4,2882,28.71
2016/11/4,2883,5.42
2016/11/4,2884,9.13
2016/11/4,2885,7.45
2016/11/4,2886,14.08
2016/11/4,2887,6.35
2016/11/4,2888,5.32
2016/11/4,2890,5.69
2016/11/4,2891,11.5
2016/11/4,2892,10.1
2016/11/4,2912,175.05
2016/11/4,3008,2823.39
2016/11/4,3017,18.24
2016/11/4,3034,65.3
2016/11/4,3037,10.14
2016/11/4,3045,75.58
2016/11/4,3231,14.25
2016/11/4,4904,51.48
2016/11/4,4938,50.9
2016/11/4,5871,33.13
2016/11/4,5880,8.04
2016/11/4,6505,76.78
2016/11/7,1101,19.33
2016/11/7,1216,42.68
2016/11/7,1301,58.89
2016/11/7,1303,43.45
2016/11/7,1326,66.3
2016/11/7,1402,16.73
2016/11/7,2002,17.04
2016/11/7,2207,287.77
2016/11/7,2301,26.53
2016/11/7,2303,7.92
2016/11/7,2308,131.44
2016/11/7,2317,73.41
2016/11/7,2327,52.54
2016/11/7,2330,152.11
2016/11/7,2345,39.53
2016/11/7,2357,158.56
2016/11/7,2379,74.17
2016/11/7,2382,40.42
2016/11/7,2395,154.99
2016/11/7,2412,78.77
2016/11/7,2454,154.39
2016/11/7,2603,10.82
2016/11/7,2609,8.06
2016/11/7,2615,8.67
2016/11/7,2880,9.55
2016/11/7,2881,24.86
2016/11/7,2882,28.92
2016/11/7,2883,5.43
2016/11/7,2884,9.18
2016/11/7,2885,7.51
2016/11/7,2886,14.11
2016/11/7,2887,6.38
2016/11/7,2888,5.36
2016/11/7,2890,5.7
2016/11/7,2891,11.5
2016/11/7,2892,10.1
2016/11/7,2912,174.31
2016/11/7,3008,2879.94
2016/11/7,3017,18.43
2016/11/7,3034,65.3
2016/11/7,3037,10.1
2016/11/7,3045,76.63
2016/11/7,3231,14.32
2016/11/7,4904,51.97
2016/11/7,4938,51.83
2016/11/7,5871,33.07
2016/11/7,5880,8.07
2016/11/7,6505,81.75
2016/11/8,1101,19.54
2016/11/8,1216,42.68
2016/11/8,1301,59.44
2016/11/8,1303,43.92
2016/11/8,1326,67.21
2016/11/8,1402,17.08
2016/11/8,2002,17.6
2016/11/8,2207,291.32
2016/11/8,2301,27.35
2016/11/8,2303,7.95
2016/11/8,2308,132.23
2016/11/8,2317,72.98
2016/11/8,2327,52.29
2016/11/8,2330,151.71
2016/11/8,2345,39.45
2016/11/8,2357,159.72
2016/11/8,2379,75.58
2016/11/8,2382,40.48
2016/11/8,2395,151.01
2016/11/8,2412,79.86
2016/11/8,2454,152.39
2016/11/8,2603,10.64
2016/11/8,2609,7.26
2016/11/8,2615,8.67
2016/11/8,2880,9.64
2016/11/8,2881,24.97
2016/11/8,2882,28.96
2016/11/8,2883,5.45
2016/11/8,2884,9.26
2016/11/8,2885,7.51
2016/11/8,2886,14.5
2016/11/8,2887,6.44
2016/11/8,2888,5.43
2016/11/8,2890,5.75
2016/11/8,2891,11.64
2016/11/8,2892,10.19
2016/11/8,2912,176.53
