日期,市半導體,製造業營業氣候測驗點,股價指數,外銷訂單動向指數,工業及服務業受僱員工淨進入率,M1B,實質半導體設備進口值,建築物開工樓地板面積,工業生產指數,製造業銷售量指數,實質機械及電機設備進口值,電力(企業)總用電量,實質海關出口值,批發、零售及餐飲業營業額,工業及服務業加班工時,全體金融機構放款與投資,製造業單位產出勞動成本指數,五大銀行新承做放款平均利率,失業率,製造業存貨價值,半導體內銷品物價指數,台灣消費者物價指數,消費者物價指數年增率,台灣消費者信心指數,美國央行利率,VIX,中國EPU指數,美國EPU指數,全球GPR指數,美國非農就業人口,美國全品項CPI,美國消費者信心指數,NFCI,CBOE黃金ETF波動率指數,那斯達克指數,費城半導體指數
Jan-11,83.5,103.13,8970.76,38.14,0.13,11489795,38802,1814.389,65.82,78.27,237.48,10.34,750.59,1181.371253,8.8,28966,179.95,1.422,4.64,635378723,102.09,90.25,1.1,86.78,0.17,19.53,155.0462553,111.4928249,79.4216156,130839,221.187,74.2,-0.6047625,18.4965,2717.2085,440.296967
Feb-11,82.74,98.76,8742.56,67.12,-0.1,11627294,37190,1163.07,55.87,63.01,195.66,9.03,626.83,1006.751726,8.2,29026,128.58,1.429,4.69,666295412,102.63,90.93,1.33,85.89,0.16,18.35,59.00743678,104.5623701,90.01448822,131054,221.898,77.5,-0.6267325,16.27052632,2783.535789,458.398193
Mar-11,77.35,99.41,8575.49,51.98,0.47,11481607,44904,2097.23,68.43,81.4,251.26,12.08,814.4,1161.209903,9.2,29078,85.23,1.49,4.48,675152070,103.27,90.13,1.39,83.66,0.14,17.74,120.7701324,153.8417288,136.8883057,131278,223.046,67.5,-0.574405,17.41869565,2722.28913,437.148468
Apr-11,77.24,96.09,8860.92,49.97,0.17,11445860,32359,1750.611,65.31,76.45,218.04,10.77,807.87,1136.515481,9.2,29214,89.59,1.577,4.29,680101283,102.66,90.8,1.29,85.78,0.1,14.75,135.1717412,124.8465874,91.01776886,131604,224.093,69.8,-0.611632,16.4445,2797.072,449.34259
May-11,79.45,97.33,8910.542857,48.74,0.35,11475670,52145,1669.144,67.27,75.35,255.46,11.96,809.3,1136.957692,8.8,29429,91.37,1.47,4.27,709542446,101.85,90.98,1.66,85.4,0.09,15.45,74.12288335,84.5491611,105.3449173,131704,224.806,74.3,-0.6038675,18.89047619,2815.075714,439.38739
Jun-11,77.94,93.8,8748.664762,47.64,0.38,11415910,35431,1569.7,65.55,75.58,229.92,12.41,733.32,1179.036935,8.6,29363,93.85,1.529,4.35,699808721,102.17,91.54,1.94,85.28,0.09,16.52,102.6547133,139.0378982,84.3918457,131936,224.806,71.5,-0.5379275,16.78272727,2687.762727,410.15155
Jul-11,72.9,96.46,8681.23619,46.7,0.84,11473352,26842,1806.583,66.35,76.56,226.83,11.77,821.56,1192.79019,8.6,29591,99.05,1.611,4.41,700339525,101.61,91.27,1.32,86.84,0.07,25.25,99.84159509,207.1603073,78.92475891,131992,225.395,63.7,-0.479744,17.3935,2810.5755,386.752869
Aug-11,65.81,95.17,7763.333043,47.4,0.16,11672465,21706,1966.293,64.95,74.7,217.23,13.37,755.72,1157.637672,8.3,29769,101.14,1.65,4.45,701848354,101.97,91.3,1.34,86.89,0.1,31.62,140.2647613,283.6655748,86.9515686,132123,226.106,55.8,-0.208465,28.06608696,2504.623043,355.61795
Sep-11,67.38,94.12,7385.134286,43.56,-0.02,11674272,21243,1762.157,61.09,73.42,205.92,11.99,730,1172.5057,8.1,29829,105.59,1.602,4.28,685076501,104.42,91.42,1.38,85.58,0.08,42.96,142.514988,214.4261053,83.35044861,132346,226.597,59.5,-0.01506,33.77095238,2524.13619,338.656128
Oct-11,68.98,90.97,7345.0755,40.48,0.15,11573259,22867,1891.96,63.13,72.49,223.65,11.46,835.19,1187.953705,8.1,29906,95.75,1.605,4.3,709825019,105.91,91.91,1.24,84.04,0.07,29.96,157.7215381,137.8392521,76.3399353,132557,226.75,60.8,-0.0387075,30.7247619,2594.781905,386.30307
Nov-11,68.86,89.62,7275.441818,40.1,0.18,11581989,25450,1774.662,60.8,71.72,212.28,11.99,751.06,1119.160815,7.7,29984,97.19,1.511,4.28,705516601,105.75,91.89,1.03,79.88,0.08,27.8,161.8502214,143.7145629,83.1576767,132701,227.169,63.7,-0.04336,27.89857143,2606.289048,373.139465
Dec-11,67.52,88.58,6969.147273,31.2,0.14,11661953,30241,1701.722,60.74,73.07,202.67,11.01,736.58,1145.84879,7.8,30141,110.13,1.531,4.18,690856464,106.13,92.09,2.03,77.58,0.07,23.4,159.6143965,183.0886071,85.34132385,132902,227.223,69.9,-0.046888,23.61190476,2601.67,364.263733
Jan-12,71.13,90.1,7176.736667,55.76,-0.07,11933630,24948,1377.531,55.27,64.4,197.26,10.68,644.81,1085.582351,7.5,30451,238.25,1.501,4.18,684991676,105.3,92.38,2.36,78.55,0.08,19.44,120.4490894,154.4180208,79.63497162,133243,227.842,75,-0.227725,21.3295,2743.795,408.742218
Feb-12,75.39,94.75,7855.9325,58.6,0.02,11957169,24713,1718.559,59.64,70.11,189.62,9.02,704.96,1063.123937,7.7,30597,105.41,1.534,4.25,683094472,104.47,91.15,0.24,79.73,0.1,18.43,139.152505,119.43544,92.44582367,133521,228.329,75.3,-0.3736225,20.135,2928.9805,423.964874
Mar-12,77.5,97.33,8019.99913,50.99,0.19,11879831,30932,1762.498,67.1,79.37,213.11,12.34,789.58,1132.49767,8.2,30689,89.57,1.588,4.17,688997801,104.09,91.27,1.26,81.26,0.13,15.5,136.7797916,98.74810531,88.75997925,133745,228.807,76.2,-0.42587,18.86545455,3035.915909,438.427887
Apr-12,77.24,96.45,7620.8245,49.2,0.05,11877381,33398,2025.298,64.93,75.2,211.25,11.26,763.89,1108.462839,8.3,30907,92.81,1.591,4.1,704044675,103.75,92.11,1.44,78.92,0.14,17.15,126.3162952,96.96967117,96.01668549,133828,229.187,76.4,-0.39697,17.97,3035.1015,413.190094
May-12,75.68,90.85,7356.840909,46.8,0.18,11847406,37874,1914.786,67.2,76.99,216.58,12.97,777.06,1158.816422,8.4,31022,90.79,1.701,4.12,711289628,103.69,92.57,1.75,77.61,0.16,24.06,133.1500448,135.8798511,78.17115784,133935,228.713,79.3,-0.29096,19.99363636,2900.409091,368.191833
Jun-12,71.36,87.7,7142.521429,46.25,0.17,11779452,45036,1853.332,63.54,73.07,209.69,11.62,738.28,1159.388019,8.1,30900,103.52,1.686,4.21,696342545,105.22,93.16,1.77,76.36,0.16,17.08,139.038172,197.4609789,77.82243347,134008,228.524,73.2,-0.227232,22.00952381,2850.354762,385.27356
Jul-12,71.56,88.53,7187.136364,45.48,0.53,11804006,37756,2383.805,66.92,76.61,234.17,12.61,755.19,1181.555411,8.1,31140,96.18,1.596,4.31,698106864,104.99,93.52,2.47,75.08,0.16,18.93,120.4032902,180.8035422,82.80802155,134153,228.59,72.3,-0.318645,19.10142857,2920.114286,383.534424
Aug-12,73.91,90.42,7409.595909,45.1,0.15,11991185,35250,1425.012,67.48,76.99,204.73,12.87,752.35,1157.49434,8,31304,95.85,1.779,4.4,701363552,105.25,94.43,3.43,75.18,0.13,17.47,78.76684521,142.9553013,74.87835693,134329,229.918,74.3,-0.405958,16.43391304,3032.666522,395.988373
Sep-12,77.38,90.28,7610.3835,44.43,0.03,12065210,26667,1960.599,64.89,74.3,201.9,11.46,818.19,1159.966224,8,31358,109.52,1.572,4.32,702239753,103.53,94.12,2.95,74.35,0.14,15.73,120.4692178,182.1071855,69.28050995,134512,231.015,78.3,-0.4898525,17.91736842,3136.802632,382.085114
Oct-12,78.58,89.36,7438.137273,42.39,0.09,11985949,24470,1988.517,66.64,76.81,202.1,12.56,787.16,1178.001382,8.2,31485,93.37,1.717,4.33,702162823,103.22,94.05,2.33,72.73,0.16,18.6,113.1046342,166.1284041,81.66366577,134672,231.638,82.6,-0.5376625,15.62380952,3060.261905,366.852478
Nov-12,80.46,90.41,7255.633182,42.17,0.12,12005063,24500,2263.532,65.33,75.92,185.66,11.43,736.34,1141.581393,7.8,31670,92.53,1.694,4.27,690485416,102.53,93.35,1.59,72.12,0.16,15.87,122.3191181,205.8646602,81.38964081,134831,231.249,82.7,-0.5353,14.80619048,2941.015238,374.168945
Dec-12,83.68,94.45,7630.805238,42.3,0.19,12234362,33964,2331.325,63.77,74,199.72,10.34,769.53,1156.780092,7.9,31962,112.27,1.519,4.18,691866878,102.25,93.58,1.62,71.06,0.16,18.02,142.077437,214.9519488,74.83155823,135074,231.221,72.9,-0.570855,13.781,3003.792,383.874268
Jan-13,85.21,99.08,7759.254545,33.23,0.12,12407945,34408,1970.787,67,79.41,223.35,11.91,754.73,1176.882101,8.1,32286,140.51,1.611,4.16,677839176,102.18,93.41,1.11,72.82,0.14,14.28,130.1575789,199.3589422,90.65749359,135263,231.679,73.8,-0.6248225,13.74761905,3125.913333,412.730011
Feb-13,88,97.98,7932.681538,67.36,-0.24,12634244,30611,1081.731,54.76,60.93,161.74,9.13,587.16,996.5818,7.4,32381,172.73,1.672,4.24,707196320,103.94,93.85,2.96,75.24,0.15,15.51,84.2713502,128.5625134,81.59033203,135548,232.937,77.6,-0.6402925,15.06,3169.213158,426.630005
Mar-13,87.47,99.48,7906.990952,53.49,0.2,12595646,40634,1912.101,67.31,76.37,229.16,11.21,822.83,1141.865738,8.4,32524,91.88,1.591,4.17,715775298,103.94,92.5,1.35,76.01,0.14,12.7,90.5134379,146.1158616,75.89672089,135690,232.282,78.6,-0.655128,13.5295,3236.167,436.660004
Apr-13,89.5,97.38,7893.419,51.2,0.07,12556675,28399,2829.163,66.07,76.31,212.53,11.62,761.43,1108.003285,8.7,32697,94.36,1.759,4.07,711967146,104.35,93.08,1.05,77.29,0.15,13.52,119.6711113,135.4405916,95.10787201,135876,231.797,76.4,-0.68928,20.57772727,3251.351818,444.359985
May-13,95.63,99.47,8272.343182,48.24,0.15,12681028,50238,2142.837,69.42,79.31,230.46,12.52,804.73,1144.252936,8.6,32823,91.68,1.81,4.06,691112181,104.15,93.25,0.73,78.25,0.11,16.3,71.52192778,109.0280432,83.71731567,136090,231.893,84.5,-0.719348,24.17045455,3440.375455,468.630005
Jun-13,90.66,97.51,7988.804211,48.54,0.14,12709184,41909,1917.921,67.15,75,231.85,13.08,804.71,1154.607303,8.6,32891,98.3,1.71,4.14,690317535,104.62,93.72,0.6,75.08,0.09,16.86,102.7161109,126.6258694,82.9730072,136269,232.445,84.1,-0.6443375,24.9055,3416.7415,468.429993
Jul-13,89.39,98.4,8101.911739,48.23,0.72,12822892,26355,2491.592,70.84,78.34,218.72,12.82,774.61,1184.269752,8.7,33112,93.93,1.677,4.25,710345652,104.71,93.58,0.06,76.08,0.09,13.45,76.2399961,91.43749003,73.97581482,136391,232.9,85.1,-0.644535,24.255,3559.710909,477.779999
Aug-13,86.32,98.78,7932.020476,47.65,0.21,12988059,26764,1770.107,69.35,78.78,189.76,12.85,778.62,1151.896508,8.6,33192,98.74,1.769,4.33,686996282,104.7,93.69,-0.78,75.33,0.08,17.01,100.9112249,108.7583782,90.95674896,136634,233.456,82.1,-0.671322,23.24409091,3639.928636,457.700012
Sep-13,90.01,97.99,8193.463,48.36,0.09,13036629,36232,1602.025,66.59,75.04,215.53,12.27,766.11,1181.610422,8.4,33295,102.93,1.676,4.24,691364755,103.94,94.92,0.85,76.5,0.08,16.6,100.9327663,179.8897364,100.4593277,136819,233.544,77.5,-0.67193,23.477,3731.262,490.829987
Oct-13,92.6,96.2,8366.176818,44.79,0.2,13014770,30195,2584.199,68.44,78.62,206.83,12.28,798.78,1198.597735,8.7,33389,96.67,1.733,4.24,680019306,102.7,94.66,0.65,78.47,0.09,13.75,153.1258459,225.3733071,72.95311737,137039,233.669,73.2,-0.718045,23.16391304,3848.202174,507.089996
Nov-13,92.81,95.81,8236.520476,45.25,0.28,13068044,36019,2355.411,66.63,76.61,196.95,11.56,772.71,1166.16845,8.5,33605,96.04,1.766,4.16,677953832,102.88,93.98,0.67,78.43,0.08,13.7,120.5846365,89.91517307,77.77902222,137312,234.1,75.1,-0.778568,20.034,3957.5325,510.25
